zone_id,total_revenue,avg_revenue,trip_count,avg_distance,avg_fare,revenue_per_trip,stress_score
201,17518.55,45.62122395833333,384,11.342005208333333,41.652057291666665,45.62122395833333,0.30828750148257655
202,18525.93,34.37092764378479,539,5.763803339517625,30.15398886827458,34.37092764378479,0.3558303306712037
203,26209.93,47.2250990990991,555,11.769153153153153,44.070324324324325,47.2250990990991,0.30171543748442886
204,85.09,85.09,1,22.09,83.59,85.09,0.14166703047860232
205,51859.1,40.93062352012628,1267,10.445406471981057,38.5883820047356,40.93062352012628,0.32898172436476697
206,477.13,47.713,10,9.664,40.178000000000004,47.713,0.2990799737829075
207,10508.869999999999,57.42551912568305,183,6.077049180327869,44.73994535519125,57.42551912568305,0.25836263112721986
208,21404.48,40.53878787878788,528,9.401647727272726,36.330303030303035,40.53878787878788,0.32984429568871726
209,637415.87,28.425609614698537,22424,4.158027113806636,22.227458972529433,28.425609614698537,0.4041899714474967
210,41876.409999999996,38.173573381950774,1097,8.116882406563354,35.94958979033728,38.173573381950774,0.34041114562248953
211,1770360.85,22.157761771258354,79898,2.4580565220656334,16.636752234098477,22.157761771258354,0.4918345080547918
212,17999.93,34.09077651515152,528,7.460208333333333,30.676325757575757,34.09077651515152,0.35699839054105603
213,47120.77,37.249620553359684,1265,8.783359683794467,33.7983162055336,37.249620553359684,0.34448116364661974
214,1334.08,46.002758620689654,29,10.29896551724138,34.180689655172415,46.002758620689654,0.30630245112999693
215,100879.22,54.88532100108814,1838,10.098313384113167,47.01590859630033,54.88532100108814,0.2708237117410512
216,205286.78,57.827261971830985,3550,5.770011267605634,49.66023943661972,57.827261971830985,0.2602589571794879
217,17568.39,29.427788944723616,597,4.857721943048576,26.63606365159129,29.427788944723616,0.37670886192319825
218,42902.15,40.62703598484848,1056,9.917632575757576,38.061429924242425,40.62703598484848,0.33003534355770603
219,87170.70999999999,61.73563031161473,1412,11.928626062322946,52.678590651558075,61.73563031161473,0.24152146385186035
220,21184.01,36.58723661485319,579,8.404645941278066,33.266303972366146,36.58723661485319,0.3465395588649562
221,1298.04,54.085,24,7.7316666666666665,39.45375,54.085,0.2722609002727791
222,47001.28,35.39253012048193,1328,7.537861445783133,33.65451054216868,35.39253012048193,0.35236894707186955
223,105923.64,43.2871434409481,2447,5.7777768696362894,34.771949325704945,43.2871434409481,0.3203153715849549
224,301592.48,21.20605259457179,14222,2.6545176487132616,16.815390240472507,21.20605259457179,0.4258524822875145
225,99257.19,29.54962488835963,3359,5.318636498958023,27.681128311997618,29.54962488835963,0.37913920273969715
226,276954.56,37.63480907732029,7359,5.032450061149613,31.77080173936676,37.63480907732029,0.3493533255676526
227,17323.22,34.16808678500986,507,7.175680473372782,31.888323471400394,34.16808678500986,0.35665043940703045
228,45099.8,36.666504065040655,1230,7.128056910569106,32.49176422764228,36.666504065040655,0.34689950558887006
229,3237046.46,20.127381177406917,160828,2.0615131071703936,14.459109545601512,20.127381177406917,0.5866307682042396
